id,name,raw_affiliation,country_id,normalized_name
571," Zju-Hangzhou Global Scientific And Technological Innovation Center, Zhejiang University, Hangzhou 311215, China. Electronic Address: Baojun.Wang@Zju.Edu.Cn.","Key Laboratory of Biomass Chemical Engineering of Ministry of Education, College of Chemical and Biological Engineering, Zhejiang University, Hangzhou 310058, China; ZJU-Hangzhou Global Scientific and Technological Innovation Center, Zhejiang University, Hangzhou 311215, China. Electronic address: baojun.wang@zju.edu.cn.",,
572,"School Of Chemistry And Chemical Engineering, State Key Laboratory Incubation Base For Green Processing Of Chemical Engineering, Shihezi University, Shihezi 832003, China","School of Chemistry and Chemical Engineering, State Key Laboratory Incubation Base for Green Processing of Chemical Engineering, Shihezi University, Shihezi 832003, China; Lab of Biosystem and Microanalysis, State Key Laboratory of Bioreactor Engineering, East China University of Science and Technology, Shanghai 200237, China. Electronic address: bcye@ecust.edu.cn.",,
573," Lab Of Biosystem And Microanalysis, State Key Laboratory Of Bioreactor Engineering, East China University Of Science And Technology, Shanghai 200237, China. Electronic Address: Bcye@Ecust.Edu.Cn.","School of Chemistry and Chemical Engineering, State Key Laboratory Incubation Base for Green Processing of Chemical Engineering, Shihezi University, Shihezi 832003, China; Lab of Biosystem and Microanalysis, State Key Laboratory of Bioreactor Engineering, East China University of Science and Technology, Shanghai 200237, China. Electronic address: bcye@ecust.edu.cn.",,
574,"Broad Institute Of Mit And Harvard, Cambridge, Ma 02142, Usa","Broad Institute of MIT and Harvard, Cambridge, MA 02142, USA; Center for Computational and Integrative Biology and Department of Molecular Biology, Massachusetts General Hospital, Harvard Medical School, Boston, MA 02114, USA; Department of Chemical Engineering and Biotechnology, University of Cambridge, Cambridge CB3 0AS, UK; School of Medicine, University of Colorado Anschutz Medical Campus, Aurora, CO 80045, USA.",,
575," Center For Computational And Integrative Biology And Department Of Molecular Biology, Massachusetts General Hospital, Harvard Medical School, Boston, Ma 02114, Usa","Broad Institute of MIT and Harvard, Cambridge, MA 02142, USA; Center for Computational and Integrative Biology and Department of Molecular Biology, Massachusetts General Hospital, Harvard Medical School, Boston, MA 02114, USA; Department of Chemical Engineering and Biotechnology, University of Cambridge, Cambridge CB3 0AS, UK; School of Medicine, University of Colorado Anschutz Medical Campus, Aurora, CO 80045, USA.",,
576," Department Of Chemical Engineering And Biotechnology, University Of Cambridge, Cambridge Cb3 0As, Uk","Broad Institute of MIT and Harvard, Cambridge, MA 02142, USA; Center for Computational and Integrative Biology and Department of Molecular Biology, Massachusetts General Hospital, Harvard Medical School, Boston, MA 02114, USA; Department of Chemical Engineering and Biotechnology, University of Cambridge, Cambridge CB3 0AS, UK; School of Medicine, University of Colorado Anschutz Medical Campus, Aurora, CO 80045, USA.",,
577," School Of Medicine, University Of Colorado Anschutz Medical Campus, Aurora, Co 80045, Usa.","Broad Institute of MIT and Harvard, Cambridge, MA 02142, USA; Center for Computational and Integrative Biology and Department of Molecular Biology, Massachusetts General Hospital, Harvard Medical School, Boston, MA 02114, USA; Department of Chemical Engineering and Biotechnology, University of Cambridge, Cambridge CB3 0AS, UK; School of Medicine, University of Colorado Anschutz Medical Campus, Aurora, CO 80045, USA.",,
578,"Center For Immunology And Inflammatory Diseases, Division Of Rheumatology, Allergy And Immunology, Massachusetts General Hospital, Harvard Medical School, Boston, Ma 02114, Usa.","Center for Immunology and Inflammatory Diseases, Division of Rheumatology, Allergy and Immunology, Massachusetts General Hospital, Harvard Medical School, Boston, MA 02114, USA.",,
579," Center For Computational And Integrative Biology And Department Of Molecular Biology, Massachusetts General Hospital, Harvard Medical School, Boston, Ma 02114, Usa.","Broad Institute of MIT and Harvard, Cambridge, MA 02142, USA; Center for Computational and Integrative Biology and Department of Molecular Biology, Massachusetts General Hospital, Harvard Medical School, Boston, MA 02114, USA.",,
580,"Department Of Pure Mathematics And Mathematical Statistics, University Of Cambridge, Cambridge Cb3 0Wb, Uk. Electronic Address: Sb2116@Cam.Ac.Uk.","Department of Pure Mathematics and Mathematical Statistics, University of Cambridge, Cambridge CB3 0WB, UK. Electronic address: sb2116@cam.ac.uk.",,
581,"Phd Program In Systems, Synthetic, And Physical Biology, Rice University, Houston, Tx, Usa.","PhD Program in Systems, Synthetic, and Physical Biology, Rice University, Houston, TX, USA.",,
582,"Department Of Physics And Astronomy, University Of Pittsburgh, Pittsburgh, Pa, Usa.","Department of Physics and Astronomy, University of Pittsburgh, Pittsburgh, PA, USA.",,
583,"Department Of Physics And Astronomy, Purdue University, West Lafayette, In, Usa.","Department of Physics and Astronomy, Purdue University, West Lafayette, IN, USA.",,
584,"Department Of Biosciences, Rice University, Houston, Tx, Usa","Department of Biosciences, Rice University, Houston, TX, USA; Department of Mathematics, University of Houston, Houston, TX, USA; Department of Biology and Biochemistry, University of Houston, Houston, TX, USA; Rice Synthetic Biology Institute, Rice University, Houston, TX, USA.",,
585," Department Of Mathematics, University Of Houston, Houston, Tx, Usa","Department of Biosciences, Rice University, Houston, TX, USA; Department of Mathematics, University of Houston, Houston, TX, USA; Department of Biology and Biochemistry, University of Houston, Houston, TX, USA; Rice Synthetic Biology Institute, Rice University, Houston, TX, USA.",,
586," Department Of Biology And Biochemistry, University Of Houston, Houston, Tx, Usa","Department of Biosciences, Rice University, Houston, TX, USA; Department of Mathematics, University of Houston, Houston, TX, USA; Department of Biology and Biochemistry, University of Houston, Houston, TX, USA; Rice Synthetic Biology Institute, Rice University, Houston, TX, USA.",,
587," Rice Synthetic Biology Institute, Rice University, Houston, Tx, Usa.","Department of Biosciences, Rice University, Houston, TX, USA; Department of Mathematics, University of Houston, Houston, TX, USA; Department of Biology and Biochemistry, University of Houston, Houston, TX, USA; Rice Synthetic Biology Institute, Rice University, Houston, TX, USA.",,
588,"Department Of Physics And Astronomy, University Of Pittsburgh, Pittsburgh, Pa, Usa. Electronic Address: Andrew.Mugler@Pitt.Edu.","Department of Physics and Astronomy, University of Pittsburgh, Pittsburgh, PA, USA. Electronic address: andrew.mugler@pitt.edu.",,
589,"School Of Food Science And Engineering, Key Laboratory Of Food Nutrition And Functional Food Of Hainan Province, Hainan University, Haikou 570228, Hainan, China","School of Food Science and Engineering, Key Laboratory of Food Nutrition and Functional Food of Hainan Province, Hainan University, Haikou 570228, Hainan, China; Collaborative Innovation Center of One Health, Hainan University, Haikou 570228, Hainan, China.",,
590," Collaborative Innovation Center Of One Health, Hainan University, Haikou 570228, Hainan, China.","School of Food Science and Engineering, Key Laboratory of Food Nutrition and Functional Food of Hainan Province, Hainan University, Haikou 570228, Hainan, China; Collaborative Innovation Center of One Health, Hainan University, Haikou 570228, Hainan, China.",,
591,"Channing Division Of Network Medicine, Department Of Medicine, Brigham And Women'S Hospital And Harvard Medical School, Boston, Ma 02115, Usa. Electronic Address: Spzsu@Channing.Harvard.Edu.","Channing Division of Network Medicine, Department of Medicine, Brigham and Women's Hospital and Harvard Medical School, Boston, MA 02115, USA. Electronic address: spzsu@channing.harvard.edu.",,
592,"Channing Division Of Network Medicine, Department Of Medicine, Brigham And Women'S Hospital And Harvard Medical School, Boston, Ma 02115, Usa","Channing Division of Network Medicine, Department of Medicine, Brigham and Women's Hospital and Harvard Medical School, Boston, MA 02115, USA; Center for Artificial Intelligence and Modeling, The Carl R. Woese Institute for Genomic Biology, University of Illinois at Urbana-Champaign, Urbana, IL 61801, USA. Electronic address: yyl@channing.harvard.edu.",,
593," Center For Artificial Intelligence And Modeling, The Carl R. Woese Institute For Genomic Biology, University Of Illinois At Urbana-Champaign, Urbana, Il 61801, Usa. Electronic Address: Yyl@Channing.Harvard.Edu.","Channing Division of Network Medicine, Department of Medicine, Brigham and Women's Hospital and Harvard Medical School, Boston, MA 02115, USA; Center for Artificial Intelligence and Modeling, The Carl R. Woese Institute for Genomic Biology, University of Illinois at Urbana-Champaign, Urbana, IL 61801, USA. Electronic address: yyl@channing.harvard.edu.",,
594," Collaborative Innovation Center Of One Health, Hainan University, Haikou 570228, Hainan, China. Electronic Address: Jiachao@Hainanu.Edu.Cn.","School of Food Science and Engineering, Key Laboratory of Food Nutrition and Functional Food of Hainan Province, Hainan University, Haikou 570228, Hainan, China; Collaborative Innovation Center of One Health, Hainan University, Haikou 570228, Hainan, China. Electronic address: jiachao@hainanu.edu.cn.",,
595,"Department Of Biomedical Informatics, Blavatnik Institute, Harvard Medical School, Boston, Ma, Usa","Department of Biomedical Informatics, Blavatnik Institute, Harvard Medical School, Boston, MA, USA; Department of Data Sciences, Dana-Farber Cancer Institute, Boston, MA, USA.",,
596," Department Of Data Sciences, Dana-Farber Cancer Institute, Boston, Ma, Usa.","Department of Biomedical Informatics, Blavatnik Institute, Harvard Medical School, Boston, MA, USA; Department of Data Sciences, Dana-Farber Cancer Institute, Boston, MA, USA.",,
597,"National Cancer Institute, National Institutes Of Health, Bethesda, Md, Usa.","National Cancer Institute, National Institutes of Health, Bethesda, MD, USA.",,
598," Department Of Cell Biology, Blavatnik Institute, Harvard Medical School, Boston, Ma, Usa","Department of Biomedical Informatics, Blavatnik Institute, Harvard Medical School, Boston, MA, USA; Department of Cell Biology, Blavatnik Institute, Harvard Medical School, Boston, MA, USA; Department of Pediatric Oncology, Dana-Farber Cancer Institute, Boston, MA, USA; Broad Institute of MIT and Harvard, Cambridge, MA, USA; Howard Hughes Medical Institute, Chevy Chase, MD, USA.",,
599," Department Of Pediatric Oncology, Dana-Farber Cancer Institute, Boston, Ma, Usa","Department of Biomedical Informatics, Blavatnik Institute, Harvard Medical School, Boston, MA, USA; Department of Cell Biology, Blavatnik Institute, Harvard Medical School, Boston, MA, USA; Department of Pediatric Oncology, Dana-Farber Cancer Institute, Boston, MA, USA; Broad Institute of MIT and Harvard, Cambridge, MA, USA; Howard Hughes Medical Institute, Chevy Chase, MD, USA.",,
600," Broad Institute Of Mit And Harvard, Cambridge, Ma, Usa","Department of Biomedical Informatics, Blavatnik Institute, Harvard Medical School, Boston, MA, USA; Department of Cell Biology, Blavatnik Institute, Harvard Medical School, Boston, MA, USA; Department of Pediatric Oncology, Dana-Farber Cancer Institute, Boston, MA, USA; Broad Institute of MIT and Harvard, Cambridge, MA, USA; Howard Hughes Medical Institute, Chevy Chase, MD, USA.",,
601," Howard Hughes Medical Institute, Chevy Chase, Md, Usa.","Department of Biomedical Informatics, Blavatnik Institute, Harvard Medical School, Boston, MA, USA; Department of Cell Biology, Blavatnik Institute, Harvard Medical School, Boston, MA, USA; Department of Pediatric Oncology, Dana-Farber Cancer Institute, Boston, MA, USA; Broad Institute of MIT and Harvard, Cambridge, MA, USA; Howard Hughes Medical Institute, Chevy Chase, MD, USA.",,
602,"Broad Institute Of Mit And Harvard, Cambridge, Ma, Usa","Broad Institute of MIT and Harvard, Cambridge, MA, USA; Department of Data Sciences, Dana-Farber Cancer Institute, Boston, MA, USA; Department of Pathology, Harvard Medical School, Boston, MA, USA. Electronic address: cheng-zhong_zhang@dfci.harvard.edu.",,
603," Department Of Data Sciences, Dana-Farber Cancer Institute, Boston, Ma, Usa","Broad Institute of MIT and Harvard, Cambridge, MA, USA; Department of Data Sciences, Dana-Farber Cancer Institute, Boston, MA, USA; Department of Pathology, Harvard Medical School, Boston, MA, USA. Electronic address: cheng-zhong_zhang@dfci.harvard.edu.",,
604," Department Of Pathology, Harvard Medical School, Boston, Ma, Usa. Electronic Address: Cheng-Zhong_Zhang@Dfci.Harvard.Edu.","Broad Institute of MIT and Harvard, Cambridge, MA, USA; Department of Data Sciences, Dana-Farber Cancer Institute, Boston, MA, USA; Department of Pathology, Harvard Medical School, Boston, MA, USA. Electronic address: cheng-zhong_zhang@dfci.harvard.edu.",,
605,"Department Of Systems Biology, Blavatnik Institute At Harvard Medical School, Boston, Ma, Usa.","Department of Systems Biology, Blavatnik Institute at Harvard Medical School, Boston, MA, USA.",,
606,"Department Of Systems Biology, Blavatnik Institute At Harvard Medical School, Boston, Ma, Usa. Electronic Address: Galit@Hms.Harvard.Edu.","Department of Systems Biology, Blavatnik Institute at Harvard Medical School, Boston, MA, USA. Electronic address: galit@hms.harvard.edu.",,
607,"Department Of Biological Sciences, Purdue University, West Lafayette, In 47907, Usa. Electronic Address: Wang7403@Purdue.Edu.","Department of Biological Sciences, Purdue University, West Lafayette, IN 47907, USA. Electronic address: wang7403@purdue.edu.",,
608,"Carl R. Woese Institute For Genomic Biology, University Of Illinois Urbana-Champaign, Urbana, Il 61801, Usa","Carl R. Woese Institute for Genomic Biology, University of Illinois Urbana-Champaign, Urbana, IL 61801, USA; Department of Bioengineering, University of Illinois Urbana-Champaign, Urbana, IL 61801, USA; Department of Physics, University of Illinois Urbana-Champaign, Urbana, IL 61801, USA; NSF-Simons National Institute for Theory and Mathematics in Biology, Chicago, IL 60610, USA. Electronic address: maslov@illinois.edu.",,
609," Department Of Bioengineering, University Of Illinois Urbana-Champaign, Urbana, Il 61801, Usa","Carl R. Woese Institute for Genomic Biology, University of Illinois Urbana-Champaign, Urbana, IL 61801, USA; Department of Bioengineering, University of Illinois Urbana-Champaign, Urbana, IL 61801, USA; Department of Physics, University of Illinois Urbana-Champaign, Urbana, IL 61801, USA; NSF-Simons National Institute for Theory and Mathematics in Biology, Chicago, IL 60610, USA. Electronic address: maslov@illinois.edu.",,
610," Department Of Physics, University Of Illinois Urbana-Champaign, Urbana, Il 61801, Usa","Carl R. Woese Institute for Genomic Biology, University of Illinois Urbana-Champaign, Urbana, IL 61801, USA; Department of Bioengineering, University of Illinois Urbana-Champaign, Urbana, IL 61801, USA; Department of Physics, University of Illinois Urbana-Champaign, Urbana, IL 61801, USA; NSF-Simons National Institute for Theory and Mathematics in Biology, Chicago, IL 60610, USA. Electronic address: maslov@illinois.edu.",,
611," Nsf-Simons National Institute For Theory And Mathematics In Biology, Chicago, Il 60610, Usa. Electronic Address: Maslov@Illinois.Edu.","Carl R. Woese Institute for Genomic Biology, University of Illinois Urbana-Champaign, Urbana, IL 61801, USA; Department of Bioengineering, University of Illinois Urbana-Champaign, Urbana, IL 61801, USA; Department of Physics, University of Illinois Urbana-Champaign, Urbana, IL 61801, USA; NSF-Simons National Institute for Theory and Mathematics in Biology, Chicago, IL 60610, USA. Electronic address: maslov@illinois.edu.",,
612,"National Key Laboratory For Swine Genetic Improvement And Germplasm Innovation, Ministry Of Science And Technology Of China, Jiangxi Agricultural University, Nanchang, China.","National Key Laboratory for Swine Genetic Improvement and Germplasm Innovation, Ministry of Science and Technology of China, Jiangxi Agricultural University, Nanchang, China.",,
613,"Department Of Physics And Lassp, Cornell University, Ithaca, Ny, Usa.","Department of Physics and LASSP, Cornell University, Ithaca, NY, USA.",,
614,"Rna Biology Laboratory, Center For Cancer Research, National Cancer Institute, Frederick, Md, Usa.","RNA Biology Laboratory, Center for Cancer Research, National Cancer Institute, Frederick, MD, USA.",,
615,"Department Of Electrical And Computer Engineering, Cornell University, Ithaca, Ny, Usa.","Department of Electrical and Computer Engineering, Cornell University, Ithaca, NY, USA.",,
616,"Department Of Biophysics And Biophysical Chemistry, Johns Hopkins University School Of Medicine, Baltimore, Md, Usa.","Department of Biophysics and Biophysical Chemistry, Johns Hopkins University School of Medicine, Baltimore, MD, USA.",,
617,"Hiv Dynamics And Replication Program, Center For Cancer Research, National Cancer Institute, Frederick, Md, Usa.","HIV Dynamics and Replication Program, Center for Cancer Research, National Cancer Institute, Frederick, MD, USA.",,
618,"Broad Institute Of Mit And Harvard, Cambridge, Ma, Usa.","Broad Institute of MIT and Harvard, Cambridge, MA, USA.",,
619,"Institut Pasteur De La Guyane, Cayenne, French Guiana.","Institut Pasteur de la Guyane, Cayenne, French Guiana.",,
620,"New York State Department Of Health, Wadsworth Center, Albany, Ny, Usa.","New York State Department of Health, Wadsworth Center, Albany, NY, USA.",,
621,"Harvard T.H. Chan School Of Public Health, Boston, Ma, Usa.","Harvard T.H. Chan School of Public Health, Boston, MA, USA.",,
622,"Instituto De Zoología Y Ecología Tropical, Facultad De Ciencias, Universidad Central De Venezuela, Caracas, Venezuela.","Instituto de Zoología y Ecología Tropical, Facultad de Ciencias, Universidad Central de Venezuela, Caracas, Venezuela.",,
623,"Laboratorio De Malaria: Parásitos Y Vectores, Laboratorios De Investigación Y Desarrollo, Facultad De Ciencias E Ingeniería, Universidad Peruana Cayetano Heredia, Lima, Peru.","Laboratorio de Malaria: Parásitos y Vectores, Laboratorios de Investigación y Desarrollo, Facultad de Ciencias e Ingeniería, Universidad Peruana Cayetano Heredia, Lima, Peru.",,
624,"Faculdade De Saúde Pública, Universidade De São Paulo, São Paulo, Brazil.","Faculdade de Saúde Pública, Universidade de São Paulo, São Paulo, Brazil.",,
625,"Liverpool School Of Tropical Medicine, Liverpool, Uk.","Liverpool School of Tropical Medicine, Liverpool, UK.",,
626,"Vector Control Services, Ministry Of Health, Georgetown, Guyana.","Vector Control Services, Ministry of Health, Georgetown, Guyana.",,
627,"Project Ceti, New York, Ny, Usa, And Roseau, Dominica.","Project CETI, New York, NY, USA, and Roseau, Dominica.",,
628,"Department Of Integrative Biology, University Of California Berkeley, Berkeley, Ca, Usa.","Department of Integrative Biology, University of California Berkeley, Berkeley, CA, USA.",,
629,"Department Of Plant Biology, Carnegie Institution For Science, Stanford, Ca, Usa.","Department of Plant Biology, Carnegie Institution for Science, Stanford, CA, USA.",,
630,"Department Of Biology, Stanford University, Stanford, Ca, Usa.","Department of Biology, Stanford University, Stanford, CA, USA.",,
631,"Biochange, Department Of Genetics, University Of Granada, Granada, Spain.","BioChange, Department of Genetics, University of Granada, Granada, Spain.",,
632,"Eth Zürich, Institute Of Integrative Biology, Zürich, Switzerland.","ETH Zürich, Institute of Integrative Biology, Zürich, Switzerland.",,
633,"Plant Molecular Genetics Department, Centro Nacional De Biotecnología (Cnb-Csic), Madrid, Spain.","Plant Molecular Genetics Department, Centro Nacional de Biotecnología (CNB-CSIC), Madrid, Spain.",,
634,"Department Of Natural History, University Of Bergen, Bergen, Norway.","Department of Natural History, University of Bergen, Bergen, Norway.",,
635,"Center For Genomics And Systems Biology, New York University, New York, Ny, Usa.","Center for Genomics and Systems Biology, New York University, New York, NY, USA.",,
636,"Institute Of Evolution And Ecology, University Of Tübingen, Tübingen, Germany.","Institute of Evolution and Ecology, University of Tübingen, Tübingen, Germany.",,
637,"Plant Science Department, The Pennsylvania State University, University Park, Pa, Usa.","Plant Science Department, The Pennsylvania State University, University Park, PA, USA.",,
638,"Department Of Evolution And Ecology, University Of California Davis, Davis, Ca, Usa.","Department of Evolution and Ecology, University of California Davis, Davis, CA, USA.",,
639,"Biology Department, Queen'S University, Kingston, On, Canada.","Biology Department, Queen's University, Kingston, ON, Canada.",,
640,"Institute Of Agricultural And Nutritional Sciences, Martin-Luther-University Halle-Wittenberg, Halle (Saale), Germany.","Institute of Agricultural and Nutritional Sciences, Martin-Luther-University Halle-Wittenberg, Halle (Saale), Germany.",,
641,"Department Of Biology, Duke University, Durham, Nc, Usa.","Department of Biology, Duke University, Durham, NC, USA.",,
642,"Department Of Community Ecology, Helmholtz Centre For Environmental Research-Ufz, Halle, Germany.","Department of Community Ecology, Helmholtz Centre for Environmental Research-UFZ, Halle, Germany.",,
643,"Proyecto Mejora Conocimiento Thic, Grupo Tragsa - Sepi, Madrid, Spain.","Proyecto Mejora Conocimiento THIC, Grupo Tragsa - SEPI, Madrid, Spain.",,
644,"Biodiversity Conservation Laboratory, Department Of Environment, University Of The Aegean, Mytilene, Lesbos, Greece.","Biodiversity Conservation Laboratory, Department of Environment, University of the Aegean, Mytilene, Lesbos, Greece.",,
645,"Global Change Research Institute, Rey Juan Carlos University, Móstoles, Madrid, Spain.","Global Change Research Institute, Rey Juan Carlos University, Móstoles, Madrid, Spain.",,
646,"Department Of Biological Sciences And The Louis Calder Center, Fordham University, Bronx, Ny, Usa.","Department of Biological Sciences and the Louis Calder Center, Fordham University, Bronx, NY, USA.",,
647,"Department Of Integrative Biology, University Of Texas At Austin, Austin, Tx, Usa.","Department of Integrative Biology, University of Texas at Austin, Austin, TX, USA.",,
648,"Max Planck Institute Of Molecular Plant Physiology, Potsdam-Golm, Germany.","Max Planck Institute of Molecular Plant Physiology, Potsdam-Golm, Germany.",,
649,"Department Of Pharmaceutical Biology, Julius-Von-Sachs-Institute Of Biosciences, Julius-Maximilians-Universität Würzburg, Würzburg, Germany.","Department of Pharmaceutical Biology, Julius-von-Sachs-Institute of Biosciences, Julius-Maximilians-Universität Würzburg, Würzburg, Germany.",,
650,"Chair Of Phytopathology, Technical University Of Munich, Freising, Germany.","Chair of Phytopathology, Technical University of Munich, Freising, Germany.",,
651,"Creaf, Bellaterra (Cerdanyola Del Vallès), Catalonia, Spain.","CREAF, Bellaterra (Cerdanyola del Vallès), Catalonia, Spain.",,
652,"Plant Molecular Ecology, University Of Cologne, Cologne, Germany.","Plant Molecular Ecology, University of Cologne, Cologne, Germany.",,
653,"Department Of Botany, Faculty Of Science, Charles University, Prague, Czech Republic.","Department of Botany, Faculty of Science, Charles University, Prague, Czech Republic.",,
654,"Division Of Biotechnology And Plant Health, Norwegian Institute Of Bioeconomy Research, Tromsø, Norway.","Division of Biotechnology and Plant Health, Norwegian Institute of Bioeconomy Research, Tromsø, Norway.",,
655,"Institute Of Ecology And Earth Sciences, University Of Tartu, Tartu, Estonia.","Institute of Ecology and Earth Sciences, University of Tartu, Tartu, Estonia.",,
656,"University Of Warsaw, Faculty Of Biology, Warsaw, Poland.","University of Warsaw, Faculty of Biology, Warsaw, Poland.",,
657,"Center For Population Biology, University Of California Davis, Davis, Ca, Usa.","Center for Population Biology, University of California Davis, Davis, CA, USA.",,
658,"Mitrani Department Of Desert Ecology, Swiss Institute For Dryland Environmental And Energy Research, Ben-Gurion University Of The Negev, Beersheba, Israel.","Mitrani Department of Desert Ecology, Swiss Institute for Dryland Environmental and Energy Research, Ben-Gurion University of the Negev, Beersheba, Israel.",,
659,"Ecology, University Of Konstanz, Konstanz, Germany.","Ecology, University of Konstanz, Konstanz, Germany.",,
660,"Department Of Plant And Microbial Biology, University Of Minnesota, St. Paul, Mn, Usa.","Department of Plant and Microbial Biology, University of Minnesota, St. Paul, MN, USA.",,
661,"Université Clermont Auvergne, Cnrs, Geolab, Clermont-Ferrand, France.","Université Clermont Auvergne, CNRS, GEOLAB, Clermont-Ferrand, France.",,
662,"Global Change Research Group, Mediterranean Institute Of Advanced Studies (Imedea, Csic-Uib), Esporles, Mallorca, Balearic Islands, Spain.","Global Change Research Group, Mediterranean Institute of Advanced Studies (IMEDEA, CSIC-UIB), Esporles, Mallorca, Balearic Islands, Spain.",,
663,"Jardin Du Lautaret, Université Grenoble Alpes, Cnrs, Grenoble, France.","Jardin du Lautaret, Université Grenoble Alpes, CNRS, Grenoble, France.",,
664,"Plant Stress Resilience, Institute Of Environmental Biology, Utrecht University, Utrecht, Netherlands.","Plant Stress Resilience, Institute of Environmental Biology, Utrecht University, Utrecht, Netherlands.",,
665,"Department Of Biological Sciences, University Of Bergen, Bergen, Norway.","Department of Biological Sciences, University of Bergen, Bergen, Norway.",,
666,"Cefe, Université Montpellier, Cnrs, Ephe, Ird, Montpellier, France.","CEFE, Université Montpellier, CNRS, EPHE, IRD, Montpellier, France.",,
667,"Max Planck Institute For Biology Tübingen, Tübingen, Germany.","Max Planck Institute for Biology Tübingen, Tübingen, Germany.",,
668,"Mansoura University Vertebrate Paleontology Center (Muvp), Mansoura University, Mansoura, Egypt.","Mansoura University Vertebrate Paleontology Center (MUVP), Mansoura University, Mansoura, Egypt.",,
669,"Mrc Laboratory Of Molecular Biology, Cambridge, Uk.","MRC Laboratory of Molecular Biology, Cambridge, UK.",,
670,"Department Of Biochemistry And Molecular Medicine, Institut Courtois D'Innovation Biomédicale, Université De Montréal, Quebec, Canada.","Department of Biochemistry and Molecular Medicine, Institut Courtois d'Innovation Biomédicale, Université de Montréal, Quebec, Canada.",,
671,"Digital Engineering Faculty, Hasso Plattner Institute For Digital Engineering, University Of Potsdam, Potsdam, Germany.","Digital Engineering Faculty, Hasso Plattner Institute for Digital Engineering, University of Potsdam, Potsdam, Germany.",,
672,"Bioinformatics Resource Center, The Rockefeller University, New York, Ny, Usa.","Bioinformatics Resource Center, The Rockefeller University, New York, NY, USA.",,
673,"Department Of Genome Regulation, Max Planck Institute For Molecular Genetics, Berlin, Germany.","Department of Genome Regulation, Max Planck Institute for Molecular Genetics, Berlin, Germany.",,
674,"Robin Chemers Neustein Laboratory Of Mammalian Cell Biology And Development, Howard Hughes Medical Institute, The Rockefeller University, New York, Ny, Usa.","Robin Chemers Neustein Laboratory of Mammalian Cell Biology and Development, Howard Hughes Medical Institute, The Rockefeller University, New York, NY, USA.",,
675,"Coastal Engineering Lab, Department Of Civil, Construction, And Environmental Engineering, College Of Engineering, San Diego State University, San Diego, Ca, Usa.","Coastal Engineering Lab, Department of Civil, Construction, and Environmental Engineering, College of Engineering, San Diego State University, San Diego, CA, USA.",,
676,"Geodesy And Earth Observation, Dtu Space, Technical University Of Denmark, Kgs. Lyngby, Denmark.","Geodesy and Earth Observation, DTU Space, Technical University of Denmark, Kgs. Lyngby, Denmark.",,
677,"Institute Of Geophysics And Planetary Physics, Scripps Institution Of Oceanography, University Of California, San Diego, La Jolla, Ca, Usa.","Institute of Geophysics and Planetary Physics, Scripps Institution of Oceanography, University of California, San Diego, La Jolla, CA, USA.",,
678,"Instituto De Geografía, Pontificia Universidad Católica De Valparaíso, Valparaíso, Chile.","Instituto de Geografía, Pontificia Universidad Católica de Valparaíso, Valparaíso, Chile.",,
679,"Department Of Electrical And Computer Engineering, University Of Southern California, Los Angeles, Ca, Usa.","Department of Electrical and Computer Engineering, University of Southern California, Los Angeles, CA, USA.",,
680,"Airforce Research Lab/Rx, Dayton, Oh, Usa.","Airforce Research Lab/RX, Dayton, OH, USA.",,
681,"Department Of Physics, Kumamoto University, Kumamoto, Japan.","Department of Physics, Kumamoto University, Kumamoto, Japan.",,
682,"Collaboratory For Advanced Computing And Simulation, University Of Southern California, Los Angeles, Ca, Usa.","Collaboratory for Advanced Computing and Simulation, University of Southern California, Los Angeles, CA, USA.",,
683,"Tetramem, Fremont, Ca, Usa.","TetraMem, Fremont, CA, USA.",,
684,"Department Of Chemistry, Postech, Pohang, Republic Of Korea.","Department of Chemistry, POSTECH, Pohang, Republic of Korea.",,
685,"Department Of Physics, Albanova University Center, Stockholm University, Stockholm, Sweden.","Department of Physics, AlbaNova University Center, Stockholm University, Stockholm, Sweden.",,
686,"Department Of Physics, St. Francis Xavier University, Antigonish, Nova Scotia, Canada.","Department of Physics, St. Francis Xavier University, Antigonish, Nova Scotia, Canada.",,
687,"Pohang Accelerator Laboratory, Pohang, Gyeongbuk, Republic Of Korea.","Pohang Accelerator Laboratory, Pohang, Gyeongbuk, Republic of Korea.",,
688,"Department Of Electrical And Computer Engineering, Saint Louis University, St. Louis, Mo, Usa.","Department of Electrical and Computer Engineering, Saint Louis University, St. Louis, MO, USA.",,
689,"Creol, The College Of Optics And Photonics, University Of Central Florida, Orlando, Fl, Usa.","CREOL, The College of Optics and Photonics, University of Central Florida, Orlando, FL, USA.",,
690,"Department Of Computer Science, Stanford University, Stanford, Ca, Usa.","Department of Computer Science, Stanford University, Stanford, CA, USA.",,
691,"Department Of Psychology, Stanford University, Stanford, Ca, Usa.","Department of Psychology, Stanford University, Stanford, CA, USA.",,
692,"Human-Computer Interaction Institute, Carnegie Mellon University, Pittsburgh, Pa, Usa.","Human-Computer Interaction Institute, Carnegie Mellon University, Pittsburgh, PA, USA.",,
693,"Institute Of Neuroscience And Munich Cluster For Systems Neurology, Technical University Of Munich, Munich, Germany.","Institute of Neuroscience and Munich Cluster for Systems Neurology, Technical University of Munich, Munich, Germany.",,
